"produktbereich","produktgruppe","produkt","produktgruppe_bez","E_A","haushaltsposition","jahr","euro"
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Sach- und Dienstleistungen",2011,640
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2013,2500
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2011,2500
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2012,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2014,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2015,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2016,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2013,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2011,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2012,1000
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2014,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2015,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2016,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2013,850
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2011,6600
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2012,4900
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2014,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2015,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2016,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2013,28000
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2011,25560
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2012,25560
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2014,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2015,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2016,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2013,5000
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2011,5000
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2012,5000
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2014,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2015,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2016,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2013,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2011,1000
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2012,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2014,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2015,""
67,67.01,"67.01.01","Naturschutz und Landschaftspflege","A","Aufwendungen für Zuweisungen/Zuschüsse sowie besondere Finanzaufwendungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,300
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,300
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,300
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,17000
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,17000
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,17000
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2013,134320
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2011,124960
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2012,129100
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2013,26150
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2011,24580
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2012,25780
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2013,460
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2011,420
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2012,450
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2013,10750
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2011,10000
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2012,10330
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Personalaufwendungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,30000
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,13800
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,13820
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,250
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,630
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,250
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,400
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,500
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,400
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,100
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,500
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,100
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,100
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,200
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,100
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,50
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,50
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,100
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,90
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,200
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,100
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,500
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,100
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,60
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,60
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,60
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,100
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,45
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2013,500
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2011,400
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2012,500
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.02","Graphische Datenverarbeitung","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2013,500
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2011,500
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2012,500
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2013,300
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2011,500
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2012,300
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2013,400
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2011,40
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2012,40
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2013,1500
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2011,2000
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2012,2000
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2013,16750
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2011,16750
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2012,16750
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2013,8000
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2011,16000
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2012,12000
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2013,209480
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2011,207200
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2012,190930
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2013,244220
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2011,248870
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2012,224160
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2013,40720
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2011,40760
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2012,37130
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2013,920
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2011,990
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2012,860
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2013,10720
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2011,21150
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2012,10560
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2013,17680
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2011,26820
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2012,13370
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2013,13960
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2011,14450
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2012,11840
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Versorgungsaufwendungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2013,16780
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2011,16580
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2012,15270
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Personalaufwendungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2013,850
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2011,1260
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2012,850
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2014,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2015,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2016,""
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2013,2500
67,67.01,"67.01.03","Umwelt-, Wasser- und Bodenschutz","A","Aufwendungen für Sach- und Dienstleistungen",2011,2000
